ensembl_gene_id,logFC,logCPM,F,PValue,FDR,cluster_comparison
PTPRC_ENSG00000081237,2.5827942630805483,8.474366618748318,1647.6865264989146,0,0,2vs1
HSP90B1_ENSG00000166598,2.5523905744404938,10.287234808220669,4002.172264010751,0,0,2vs1
ATRX_ENSG00000085224,2.539196066169217,8.460226957962716,1622.1713557475023,0,0,2vs1
SON_ENSG00000159140,2.4438491940727674,8.890357190789222,2511.2944778962396,0,0,2vs1
RPN2_ENSG00000118705,2.413100229735283,8.934457214962078,2091.4852709634947,0,0,2vs1
HLA-A_ENSG00000206503,2.40890324695389,11.678937093266923,11802.048412971646,0,0,2vs1
PDIA6_ENSG00000143870,2.4021541294607296,9.68116293245321,4721.2638825452,0,0,2vs1
PDIA3_ENSG00000167004,2.396062330662809,9.046008908105078,2539.3180523735023,0,0,2vs1
TMED9_ENSG00000184840,2.3560828643947866,9.416957411403459,3103.67384299023,0,0,2vs1
CANX_ENSG00000127022,2.3262507887001704,8.647754213634002,1748.15418729024,0,0,2vs1
FCER2_ENSG00000104921,2.323410590411,8.891419347518312,1636.6877043173768,0,0,2vs1
TAP1_ENSG00000168394,2.3005397589132466,9.060680651049587,2587.567292748253,0,0,2vs1
HLA-DQB1_ENSG00000179344,2.2757383281227583,10.165550214903279,3930.310218987442,0,0,2vs1
FUS_ENSG00000089280,2.2744278451398596,8.872000528296358,1996.3744420537603,0,0,2vs1
BSG_ENSG00000172270,2.2197116157462857,9.492456753707176,3547.992514907303,0,0,2vs1
HLA-B_ENSG00000234745,2.2045072156136825,11.932772023754872,10803.92033113433,0,0,2vs1
SEC62_ENSG00000008952,2.1244504021239994,9.31111248271271,2206.8244085501947,0,0,2vs1
KTN1_ENSG00000126777,2.108244724510451,9.140605999358437,2305.847748641194,0,0,2vs1
P4HB_ENSG00000185624,2.0980418786885253,9.227328029564966,1951.3612065707568,0,0,2vs1
CALR_ENSG00000179218,2.0932873872119684,9.424379536198739,2656.323496519244,0,0,2vs1
HLA-E_ENSG00000204592,2.0807841478586893,9.76033011930106,3158.389922799631,0,0,2vs1
IGHG3_ENSG00000211897,2.0694578759101123,14.147459833464545,1679.688946383941,0,0,2vs1
MS4A1_ENSG00000156738,2.0523850273998274,10.006589041100142,1824.421566471013,0,0,2vs1
ERP29_ENSG00000089248,2.0012163693078384,9.538383960928593,3256.826766651279,0,0,2vs1
ATP1B3_ENSG00000069849,1.9589364762836536,9.00101934616635,1591.3739748921782,0,0,2vs1
TMBIM6_ENSG00000139644,1.9539202679974628,9.682462211780981,2680.2187813407872,0,0,2vs1
HLA-DPA1_ENSG00000231389,1.9094127748607235,10.855042605346359,4133.133978347256,0,0,2vs1
HLA-DQA1_ENSG00000196735,1.8573591886176726,10.259161906759662,1915.4143049619572,0,0,2vs1
HLA-C_ENSG00000204525,1.8433832741795966,10.87966425691058,5107.142464635413,0,0,2vs1
CD53_ENSG00000143119,1.8194591893871963,9.854649818479283,1972.1139019712712,0,0,2vs1
CD48_ENSG00000117091,1.7600653790070264,10.283569974966866,2260.1688232687534,0,0,2vs1
PPIB_ENSG00000166794,1.75844086082322,9.915991340553685,1870.747589765856,0,0,2vs1
HLA-DRA_ENSG00000204287,1.735185297592365,12.216249939496063,4409.316151457061,0,0,2vs1
BST2_ENSG00000130303,1.7321274345374953,10.251428536175622,3562.903775765067,0,0,2vs1
CD63_ENSG00000135404,1.6909835233799335,9.50604966386809,1776.9896661863463,0,0,2vs1
CYBA_ENSG00000051523,1.5641239730269845,11.100836535826554,3393.395795091386,0,0,2vs1
COX6A1_ENSG00000111775,1.5501746692548104,10.222171215000307,3366.8840934706454,0,0,2vs1
B2M_ENSG00000166710,1.5473884867791945,14.297438121987923,6792.128938661525,0,0,2vs1
LAPTM5_ENSG00000162511,1.3417892336213157,10.744963186220847,2013.943400966331,0,0,2vs1
CD74_ENSG00000019582,1.2903408072995448,13.40336125494416,2925.5475694609104,0,0,2vs1
RPN1_ENSG00000163902,2.623716376749902,8.338375197238994,1632.4680012985316,3e-323,4.837e-321,2vs1
PNISR_ENSG00000132424,2.083157758949957,8.887865073828621,1583.2686749821585,3e-323,4.837e-321,2vs1
TUFM_ENSG00000178952,1.5078889542165876,9.486622776655626,1722.188080453452,6e-323,9.53e-321,2vs1
LMAN2_ENSG00000169223,1.7197778964122674,9.283147661215777,1567.6476375929383,2.5084e-320,3.974496e-318,2vs1
IGHG4_ENSG00000211892,2.02129714674591,13.850820873521906,1563.6357177196805,1.44895e-319,2.263047e-317,2vs1
STK4_ENSG00000101109,2.4360326598290154,8.49254408549678,1550.8935424506424,3.818588e-317,5.88008757e-315,2vs1
SPCS2_ENSG00000118363,1.5763721399875747,9.913988975153377,1525.455718894014,2.64404158312e-312,4.01490369837033e-310,2vs1
UPF2_ENSG00000151461,2.5995246597336528,8.345749682493128,1551.1403428162885,2.038719896024e-311,3.05333214016852e-309,2vs1
IGKC_ENSG00000211592,1.483712939513032,16.271908637186975,1496.2184868811587,9.953499332861473e-307,1.470562273056412e-304,2vs1
TMSB4X_ENSG00000205542,-0.7874208053196399,14.798252400206774,1476.3684781459128,6.181093068721895e-303,9.01038540271153e-301,2vs1
CD79A_ENSG00000105369,1.6526323758834174,10.326699397095666,1475.4735659019734,9.166777359764882e-303,1.3186891693988087e-300,2vs1
TAPBP_ENSG00000231925,2.3417711516365216,8.512660219877878,1471.600293953243,5.048028024877474e-302,7.167544207270833e-300,2vs1
PCSK7_ENSG00000160613,2.6919051879295983,8.284844948052958,1596.569461399585,8.019511648607081e-302,1.1240682160797591e-299,2vs1
ASPM_ENSG00000066279,2.788852031684356,8.241250271414394,1468.4634306030916,2.0106365415224026e-301,2.782568266894231e-299,2vs1
MIR155HG_ENSG00000234883,2.6561834173960626,8.718152865933071,1464.571176548567,1.1176268752551137e-300,1.5273768283955197e-298,2vs1
HLA-F_ENSG00000204642,2.3101459185037823,8.5695060888908845,1459.0847680184368,1.2553884169716667e-299,1.6944643904631153e-297,2vs1
NUP210_ENSG00000132182,2.911072063040259,8.18575054769114,1932.8961743594625,4.772245820831224e-299,6.362800434042411e-297,2vs1
PIF1_ENSG00000140451,2.7808407073619255,8.230583013625191,1521.044291771006,3.046548395056431e-296,4.0130016389339706e-294,2vs1
PSAP_ENSG00000197746,2.3797052521045527,8.61989990416557,1439.4423039627695,7.304402455246212e-296,9.50702762419129e-294,2vs1
SPTBN1_ENSG00000115306,2.419950461953034,8.4263371689445,1434.7178169850881,5.888646302787597e-295,7.5741847092208e-293,2vs1
CD70_ENSG00000125726,1.708648263418896,9.416859468138862,1432.9041271332296,1.3124406689329433e-294,1.6684783527260313e-292,2vs1
RNF213_ENSG00000173821,2.5117089912365276,8.375000481061159,1427.7005966892743,1.309102410809186e-293,1.645105362916877e-291,2vs1
CLEC2D_ENSG00000069493,1.8738646345637673,9.47629903036931,1423.3766500977206,8.858147633120518e-293,1.1005241826466661e-290,2vs1
HLA-DMA_ENSG00000204257,1.7552039964705968,9.604562547359233,1409.546849992379,4.028956808702441e-290,4.949279189836381e-288,2vs1
CCL3_ENSG00000277632,1.7350089404332023,11.65239395747022,1406.9926993237893,1.2484948477338783e-289,1.5166437966971658e-287,2vs1
KLF6_ENSG00000067082,2.227903088300498,8.96774205766078,1400.341892359655,2.376301012318866e-288,2.854955930514523e-286,2vs1
DDX5_ENSG00000108654,1.4732708118621243,9.619637878519995,1396.2898930431033,1.4314885829639924e-287,1.7011374649505792e-285,2vs1
CD19_ENSG00000177455,2.3252629430097778,8.503612628327861,1394.9623303544108,2.57845641543255e-287,3.0312111817122656e-285,2vs1
PTPN7_ENSG00000143851,2.332782240529025,8.497430481670046,1359.9068153101748,1.479415818139704e-280,1.7206865042256794e-278,2vs1
RASGRP3_ENSG00000152689,2.545739157576042,8.491851140988798,1358.471833093815,2.8000919117323406e-280,3.2224636706283874e-278,2vs1
IRF9_ENSG00000213928,2.8023052867884655,8.207545657636754,1603.0389472629413,1.2301480314877132e-278,1.40095921127658e-276,2vs1
ICAM3_ENSG00000076662,1.946385631449615,8.827146907924707,1329.6513936519596,1.0449529066442363e-274,1.1777804256022099e-272,2vs1
VMP1_ENSG00000062716,2.5783932350301053,8.294195416943863,1465.8297192729733,1.1183517890405722e-274,1.2476469499572016e-272,2vs1
ACAP1_ENSG00000072818,2.175657630529604,8.62059753481492,1327.2430071937813,3.057153476611535e-274,3.3761473696761526e-272,2vs1
NSD1_ENSG00000165671,2.57405686859901,8.291861452310918,1460.0774081500988,1.6396737236592586e-269,1.7926552820766674e-267,2vs1
ANKRD12_ENSG00000101745,2.479159899316072,8.366828673654467,1294.387471185551,7.159133124252631e-268,7.749584400738021e-266,2vs1
TAF1D_ENSG00000166012,2.23282477524591,8.529595779311007,1278.2200830420593,9.897693543472165e-265,1.0608968971645214e-262,2vs1
OS9_ENSG00000135506,2.487460807350226,8.320881086598813,1271.1117192843408,6.3392279608553535e-263,6.728813523886561e-261,2vs1
NHLRC3_ENSG00000188811,2.7849087795434917,8.188349183033191,1604.8309865337992,1.5169200336069744e-262,1.5946621853293318e-260,2vs1
HERPUD1_ENSG00000051108,2.054831997982328,9.4430999702877,1265.8524844468877,2.5171699168501907e-262,2.6209732096117274e-260,2vs1
ADAR_ENSG00000160710,2.2481796707044763,8.495864822977206,1265.6438124816304,2.763875361913478e-262,2.850702767150949e-260,2vs1
GABPB1-AS1_ENSG00000244879,2.612833081011644,8.25903308306757,1367.5983877069848,8.53618126865091e-261,8.722062599080411e-259,2vs1
ATF6B_ENSG00000213676,2.5531623614341292,8.287702386356253,1388.3748056629804,1.1440143264038733e-259,1.1581026509790322e-257,2vs1
NUMB_ENSG00000133961,2.5676625024462694,8.277614334561527,1297.1171582452755,1.3443135042439601e-257,1.3483834442109372e-255,2vs1
DNAJB11_ENSG00000090520,2.333713676310046,8.475584712227452,1240.5586367821943,2.1283483143829352e-257,2.115384738286239e-255,2vs1
THUMPD3-AS1_ENSG00000206573,2.3766584774090913,8.375257825547008,1260.222068153035,3.269766849627276e-257,3.2205730600878384e-255,2vs1
BCAP31_ENSG00000185825,1.9246376867497614,8.712751330691823,1252.877468574747,2.626513319769586e-256,2.5638991183072217e-254,2vs1
SRPRA_ENSG00000182934,2.3740378747931987,8.36752987099527,1246.3645312781962,7.600376259421021e-256,7.353532180907082e-254,2vs1
KCNN4_ENSG00000104783,2.4658387787542484,8.315959626553834,1280.1967254148137,2.423823434403913e-254,2.324531720029647e-252,2vs1
SEMA4A_ENSG00000196189,2.3489960620625387,8.440853775614103,1219.323135924652,2.969349034095416e-253,2.82294721650132e-251,2vs1
TAP2_ENSG00000204267,2.6424015851671094,8.230080300774057,1471.68816571967,7.456210966049518e-252,7.027478835501671e-250,2vs1
LAT2_ENSG00000086730,2.0056122398346434,8.694436934691549,1206.7688204565227,8.441121918476129e-251,7.887759481598249e-249,2vs1
RBM39_ENSG00000131051,1.6944401278824175,9.014144807762346,1203.2614234050418,4.096200367905876e-250,3.7952337815521135e-248,2vs1
ATP6AP2_ENSG00000182220,2.1980879159706115,8.480095368934013,1199.9259052792247,1.840487402383906e-249,1.690928468089348e-247,2vs1
MACF1_ENSG00000127603,2.787325878245127,8.167676923484073,1605.8444549500853,2.1353239425481808e-249,1.9454580553232717e-247,2vs1
CTSC_ENSG00000109861,1.9250048557878552,9.52219473882835,1197.5721646699897,5.315228800711709e-249,4.802594750262902e-247,2vs1
LRPAP1_ENSG00000163956,2.1329759809680047,8.524442822443481,1193.7897314056586,2.923300816308608e-248,2.619708838090329e-246,2vs1
SCPEP1_ENSG00000121064,2.4500349744583323,8.331312405738439,1189.7048389735824,1.843700218817422e-247,1.6387946741732418e-245,2vs1
HYOU1_ENSG00000149428,2.8666466683492424,8.13049991235387,1744.8846633936703,8.808640693093039e-247,7.766521669160177e-245,2vs1
MEF2C_ENSG00000081189,2.183089537041902,8.664869580710771,1185.5247254830279,1.2146045727944581e-246,1.0623417435489449e-244,2vs1
ESF1_ENSG00000089048,2.4732436513888936,8.293413345973796,1287.603021602511,1.8824336735183426e-241,1.6333847105219078e-239,2vs1
CCDC88A_ENSG00000115355,2.5382985471524155,8.262400353258041,1240.7941788627218,2.311950701320237e-241,1.9902800801207992e-239,2vs1
ATP2B1_ENSG00000070961,2.2488190198010636,8.42091070054395,1157.2476708523045,4.2708763672743585e-241,3.6479290096414502e-239,2vs1
SORL1_ENSG00000137642,2.6374239653718496,8.214756007255895,1366.1312187942715,1.0415180903751262e-240,8.827067660520352e-239,2vs1
RSRP1_ENSG00000117616,2.3987926855515216,8.338719880569148,1149.5794787153673,1.3701906263510787e-239,1.152330316761257e-237,2vs1
PKN2_ENSG00000065243,2.94901076219798,8.095022534827669,2010.1318082525625,1.1750238247068166e-238,9.806515630167653e-237,2vs1
OFD1_ENSG00000046651,2.5475767538771974,8.253773655978668,1277.1296975495407,1.3093365508786948e-238,1.0844679174815736e-236,2vs1
SSR2_ENSG00000163479,1.406390782268189,9.674890344345867,1142.9916920820576,2.701452916395977e-238,2.220675543981746e-236,2vs1
MZB1_ENSG00000170476,1.7235734577276862,10.447563571741222,1137.8393401464461,2.784727876170994e-237,2.272047005237125e-235,2vs1
SEC61A1_ENSG00000058262,2.3292291427529204,8.369606213780083,1124.7754427892473,1.0368331540017017e-234,8.396812498296745e-233,2vs1
CXCR4_ENSG00000121966,2.4701703838326914,8.43059836248205,1124.2175695812139,1.3352399492193023e-234,1.0733954680010758e-232,2vs1
IL4I1_ENSG00000104951,2.69822009738434,8.349337016482982,1117.112628435963,3.349971124545824e-233,2.673374766763467e-231,2vs1
IL2RG_ENSG00000147168,2.140927095179751,8.5984257882318,1106.018257871777,5.152439809281091e-231,4.082001770642766e-229,2vs1
ARID1B_ENSG00000049618,2.7159341663101,8.170068028130833,1441.573909495126,1.828814241148796e-230,1.4384479207539415e-228,2vs1
CCDC47_ENSG00000108588,2.2813237100314843,8.363370207512851,1187.5557052351567,3.863794557925864e-228,3.0173475644145335e-226,2vs1
USP15_ENSG00000135655,2.3721392124200458,8.316996694697666,1204.0011507764984,1.8023213503815945e-227,1.3975020796965938e-225,2vs1
CEPT1_ENSG00000134255,2.502736630903057,8.253321146966675,1214.7111124985192,8.51428677421758e-227,6.55540121848738e-225,2vs1
HECTD1_ENSG00000092148,2.522278050866306,8.242142084696196,1298.8698434436344,5.371659277489087e-226,4.1068776839712014e-224,2vs1
EIF5B_ENSG00000158417,1.6898814783331153,8.939561932275684,1080.232889458207,6.351473560109142e-226,4.822268085602309e-224,2vs1
SQLE_ENSG00000104549,2.1520708821593293,8.480675537225428,1078.086351672616,1.687219600812737e-225,1.2721635790128036e-223,2vs1
CACNB4_ENSG00000182389,2.664187316976515,8.180500323482509,1395.275704754223,7.09125412008123e-225,5.310183650332062e-223,2vs1
CENPF_ENSG00000117724,2.3238309656219758,8.57648654785415,1072.3024796158254,2.348712065154485e-224,1.746834626417278e-222,2vs1
PNN_ENSG00000100941,1.8618409688857,8.75879409672963,1071.7774002276137,2.983202260431649e-224,2.203739886033731e-222,2vs1
ATP2A2_ENSG00000174437,2.732373837392928,8.142787372576656,1613.1924064120828,9.594497644122173e-222,7.040043137126692e-220,2vs1
PHACTR1_ENSG00000112137,2.4286759203764055,8.442418912142267,1054.9523199340601,6.38095584847398e-221,4.6508660194244016e-219,2vs1
SORBS2_ENSG00000154556,2.701019393645924,8.158214205998366,1386.3898844105897,3.2583929157494505e-220,2.359205943568791e-218,2vs1
M6PR_ENSG00000003056,2.070220353901685,8.490046950282798,1117.813987937529,1.412974594480154e-219,1.0163191606218108e-217,2vs1
TTC14_ENSG00000163728,2.5781828833521256,8.20713263939354,1282.1299090372295,1.5974928208306407e-219,1.1415286934732938e-217,2vs1
ESYT1_ENSG00000139641,2.6779558350591457,8.157993316292412,1502.9933668727574,3.394428748635057e-218,2.4098239940796802e-216,2vs1
IGHG1_ENSG00000211896,2.4389659507688983,9.30170066161034,1040.6060841866986,4.4484821487858556e-218,3.1377584085597265e-216,2vs1
CD37_ENSG00000104894,1.7812397044199748,8.89497430257368,1035.666800624667,4.245682866764103e-217,2.9755160757905086e-215,2vs1
TLE4_ENSG00000106829,2.760504599274241,8.129842197141203,1553.8825365079044,9.682286588936733e-217,6.742448361582503e-215,2vs1
FCRLA_ENSG00000132185,2.2273328370605867,8.53771239942578,1032.453876413118,1.8427695182920173e-216,1.2751265280687738e-214,2vs1
NOP56_ENSG00000101361,1.8582603599262435,8.781495319337836,1027.9640858595394,1.4343284247631143e-215,9.862586583606998e-214,2vs1
HEXA_ENSG00000213614,2.382504588557821,8.291175507293756,1132.2845378926922,5.096840148736437e-215,3.482734584133467e-213,2vs1
KANSL1_ENSG00000120071,2.716075829547735,8.14250376874136,1467.8704931982177,5.270921569813074e-215,3.579315870979276e-213,2vs1
LMAN1_ENSG00000074695,2.0872891923394667,8.710292078964248,1022.0040296404579,2.1886978158516303e-214,1.4771008160929553e-212,2vs1
PRPF4B_ENSG00000112739,2.4570371272231553,8.249671327927496,1221.1681246415496,1.529784956325041e-213,1.0260821427915136e-211,2vs1
ATP8A1_ENSG00000124406,2.753874391964829,8.123154144933658,1532.694841037105,1.3940155598095034e-212,9.293153728900794e-211,2vs1
SELL_ENSG00000188404,2.1605576749847004,8.578734471444042,1009.9261412901059,5.500938007303448e-212,3.6449548626574907e-210,2vs1
XBP1_ENSG00000100219,2.007232515860946,10.072841947581606,1003.9519676572769,8.484091978675899e-211,5.587745638726722e-209,2vs1
LBR_ENSG00000143815,2.0318514265683616,8.522255347419602,1003.4588175001705,1.0634381239246203e-210,6.962017370579565e-209,2vs1
EHD4_ENSG00000103966,2.0909365352310854,8.489227151258937,997.5362988511453,1.604190348605893e-209,1.0439650643635849e-207,2vs1
SF1_ENSG00000168066,1.9914969090954513,8.5316175145436155,1023.3259279021108,1.381623821359697e-208,8.938043336642348e-207,2vs1
DDX17_ENSG00000100201,2.123058219977514,8.447925354186243,990.6226190921632,3.8175916972481533e-208,2.455160589765533e-206,2vs1
CTSS_ENSG00000163131,2.111632546682345,8.546228311413799,988.7980710980964,8.81450711743775e-208,5.63561440438286e-206,2vs1
ATP6V0A1_ENSG00000033627,2.716665681068083,8.130967287742955,1432.955000657846,2.2509397358134596e-207,1.4307862867237532e-205,2vs1
MCOLN2_ENSG00000153898,2.5463233396292226,8.192054143553836,1254.4615255937936,6.447560048995991e-207,4.0746343361660795e-205,2vs1
DDOST_ENSG00000244038,1.8481026751728407,8.755087260697614,983.6064971610073,9.540085156298146e-207,5.994353506540668e-205,2vs1
SRGN_ENSG00000122862,1.461781293116288,9.980839195483663,983.3468611866043,1.0747153323591907e-206,6.714207273533161e-205,2vs1
CCR10_ENSG00000184451,2.1026408916204797,8.690855887726997,974.4615249435328,6.348760416725773e-205,3.9438066838672085e-203,2vs1
OGT_ENSG00000147162,2.772122167182412,8.10695035177005,1583.53248211036,3.2861662179954224e-204,2.0298110317143476e-202,2vs1
TMEM59_ENSG00000116209,1.761334926626134,9.024568692678976,961.2669639304984,2.7269002492009744e-202,1.6748989002536095e-200,2vs1
CD79B_ENSG00000007312,1.755306571614145,8.988511141124746,947.4260299455361,1.58796155064296e-199,9.69898526993267e-198,2vs1
PCM1_ENSG00000078674,2.033109244103188,8.470591434336267,954.6759128208251,1.4069885579238827e-198,8.545892168767671e-197,2vs1
ITGB2_ENSG00000160255,2.2296073446854505,8.334613187084962,1009.9788539055451,5.451493273836271e-198,3.292882649881323e-196,2vs1
PHIP_ENSG00000146247,2.2167340632390697,8.343835512295167,1019.6654890190114,9.913471592649284e-198,5.955164006727176e-196,2vs1
TTC19_ENSG00000011295,2.471047692178567,8.211730899479655,1192.1451772077771,1.19960020280271e-196,7.166791812700563e-195,2vs1
IL27RA_ENSG00000104998,2.276052645161886,8.302847352418974,986.5654312127416,1.9678304319419197e-196,1.1692548974141852e-194,2vs1
RDH11_ENSG00000072042,2.217417088035008,8.335667396657517,1048.6029004912943,6.103041513529721e-196,3.606732587428132e-194,2vs1
SPN_ENSG00000197471,2.229577336387103,8.328145159595401,1016.3372244471036,1.6756613900642916e-195,9.849465579340269e-194,2vs1
EBP_ENSG00000147155,1.7174877061679934,8.754252024953676,921.9736868502592,1.9695251335137968e-194,1.1514876088078257e-192,2vs1
FNIP1_ENSG00000217128,2.4634195423273106,8.2109403817805,1137.480120234903,8.184468747603399e-194,4.759616851997232e-192,2vs1
TOR3A_ENSG00000186283,2.079057628171792,8.416597414537359,964.1266411241132,2.919584933101231e-193,1.6888794747934266e-191,2vs1
ITPR2_ENSG00000123104,2.4000240549846272,8.235054996704472,1036.397525429125,5.609447298092287e-193,3.22779406894963e-191,2vs1
DHRS7_ENSG00000100612,1.8928830068581841,8.555005214675656,941.7828166377551,2.2595730050203936e-192,1.2933985164339247e-190,2vs1
POLR2B_ENSG00000047315,2.3519210723306436,8.256790579187335,1123.4400181616247,3.2449608987213492e-192,1.84776862008961e-190,2vs1
TTC17_ENSG00000052841,2.6525095424490557,8.12458745662889,1408.3132732644335,4.4790576935424684e-191,2.537281749404135e-189,2vs1
CHST12_ENSG00000136213,1.940349631587088,8.733850531989983,904.6168599591264,5.945954443383745e-191,3.3508824705935303e-189,2vs1
LAMP1_ENSG00000185896,2.233308599106376,8.313435467901643,1019.0380524352714,2.7255644408123026e-190,1.5281331298154312e-188,2vs1
ITGA4_ENSG00000115232,2.2451845837396935,8.329225515788266,897.1539685498199,1.8709245604391083e-189,1.0436131744531006e-187,2vs1
INPP5D_ENSG00000168918,2.3583956997903397,8.250289967729067,1006.0343855418056,2.2409789596284333e-189,1.2436864449552113e-187,2vs1
ANKRD36C_ENSG00000174501,2.8516394415210877,8.041405613467324,2399.442762963348,2.6257899344655035e-189,1.4498869370460276e-187,2vs1
FLNA_ENSG00000196924,2.300620700705938,8.271726652483958,1004.1918655067902,7.373345223957996e-189,4.050893634850893e-187,2vs1
ATP2C1_ENSG00000017260,2.4905442007728453,8.182574778406776,1216.8582387997433,1.3026273548262989e-188,7.120812435157963e-187,2vs1
JMJD1C_ENSG00000171988,2.234271431926632,8.312483968644354,975.3088225781773,1.8308573236717112e-188,9.958588616767573e-187,2vs1
NEMF_ENSG00000165525,2.1344348577620593,8.369435050045722,954.2738063116317,9.87472595946122e-188,5.344573213603441e-186,2vs1
SLC43A3_ENSG00000134802,2.1463343803745922,8.352665822058722,923.4616485861322,2.373636697255851e-187,1.278372906950651e-185,2vs1
NCOA3_ENSG00000124151,2.4061133864107926,8.222187364948079,1039.267262160481,3.7207090476327074e-187,1.9940447067533524e-185,2vs1
UBR5_ENSG00000104517,2.2406185871314785,8.302296909222976,959.252046527528,5.194309571380541e-186,2.770213977751388e-184,2vs1
SMG1_ENSG00000157106,2.6087456445255346,8.131742950048663,1367.6746472952068,5.917427322039531e-186,3.140545286983407e-184,2vs1
TMC6_ENSG00000141524,2.2253145975583783,8.312688234906656,947.7858140143526,2.4060519144831e-185,1.2707906077798906e-183,2vs1
CCR7_ENSG00000126353,2.4451349626931567,8.495238558402956,872.606245026267,1.6058986610136835e-184,8.441004836953174e-183,2vs1
CD164_ENSG00000135535,1.6599361005264777,8.903640565753511,870.8890748670857,3.558213245794463e-184,1.8613371012569794e-182,2vs1
ZNF292_ENSG00000188994,2.407294753421744,8.212385672087146,1119.708238752779,5.018543390523937e-184,2.612749280409438e-182,2vs1
TMEM165_ENSG00000134851,1.8631478890163842,8.55929644863545,893.9718666974601,9.02658086730463e-183,4.6771378493953326e-181,2vs1
LUC7L3_ENSG00000108848,1.7695610822416934,8.67647864580643,858.6258784373831,1.0476618319244952e-181,5.388000112209455e-180,2vs1
ADPGK_ENSG00000159322,2.3969679092897493,8.210094146541525,1122.3538707217328,1.0497064153485905e-181,5.388000112209455e-180,2vs1
SLC38A1_ENSG00000111371,2.0833535546885518,8.378949144451132,946.2309676880054,4.873049829835319e-181,2.4895819527845584e-179,2vs1
NCOR1_ENSG00000141027,1.7117404087059909,8.694553353083748,851.8360237441896,3.292706606244189e-179,1.674379596561289e-177,2vs1
KMT2E_ENSG00000005483,2.0262501212455644,8.417552334479321,857.9025447639615,1.4968628163461276e-178,7.576482023663062e-177,2vs1
VPS13C_ENSG00000129003,2.5705601650220262,8.128942622029072,1295.8256882815294,5.504401444435333e-178,2.7732544235950002e-176,2vs1
PRRC2C_ENSG00000117523,1.5262158771456007,8.903862268415823,877.5040233636755,1.9735973619967092e-177,9.897862366380744e-176,2vs1
CELF1_ENSG00000149187,2.322715811085956,8.238120956587647,1049.871498283853,3.172967527468792e-177,1.5840207295806532e-175,2vs1
CCDC14_ENSG00000175455,2.5631964546767403,8.127596587621584,1306.8768371521066,1.1507900647641473e-175,5.718903535484738e-174,2vs1
CD22_ENSG00000012124,2.118716277964237,8.404875730997691,828.5077764935716,1.2450169627469117e-175,6.159172151000898e-174,2vs1
SLC38A2_ENSG00000134294,2.470196869387395,8.165363084515892,1148.0998434693297,1.965893864634651e-175,9.681584514437223e-174,2vs1
ERP44_ENSG00000023318,1.8634980042100004,8.572740979519269,824.9851785148858,6.408257947064354e-175,3.1417705890248694e-173,2vs1
TIMP1_ENSG00000102265,1.8101607748915076,8.735846707289637,821.815791464448,2.7999026220630767e-174,1.3665774717417686e-172,2vs1
